0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0625,2.9375,4.8125,6.6875,8.5625,10.4375,12.3125,14.1875,16.0625,17.9375,19.8125,21.6875,23.5625,25.4375,27.3125,29.1875,30.25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243625,3.80612,7.14363,10.2561,13.1436,15.8061,18.2436,20.4561,22.4436,24.2061,25.7436,27.0561,28.1436,29.0061,29.6436,30.0561,30.216,30.25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97079,7.73465,11.9014,15.5114,18.6053,21.2236,23.4067,25.1951,26.6294,27.7501,28.5976,29.2125,29.6352,29.9062,30.0661,30.1528,30.216,30.25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14046,6.87574,12.1784,16.4945,19.9572,22.6901,24.8067,26.4112,27.5978,28.4511,29.0458,29.4472,29.7106,29.8818,29.9967,30.081,30.1528,30.216,30.25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31512,6.02198,11.2928,16.4683,20.3801,23.2822,25.3918,26.8919,27.9345,28.6434,29.117,29.4315,29.6435,29.793,29.9066,29.9998,30.081,30.1528,30.216,30.25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49473,5.17335,10.4125,15.557,20.0975,23.2862,25.4814,26.964,27.949,28.5974,29.0257,29.3153,29.5206,29.676,29.8013,29.9075,29.9998,30.081,30.1528,30.216,30.25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32981,9.53756,14.6512,19.1644,22.8118,25.2083,26.7612,27.7611,28.4091,28.8398,29.1395,29.3611,29.5354,29.6792,29.8016,29.9075,29.9998,30.081,30.1528,30.216,30.25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49133,8.66784,13.7508,18.237,21.8624,24.607,26.3268,27.41,28.108,28.5773,28.9119,29.1658,29.3687,29.5369,29.6793,29.8016,29.9075,29.9998,30.081,30.1528,30.216,30.25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65788,7.80333,12.8558,17.315,20.9187,23.6469,25.6517,26.8939,27.6924,28.2348,28.6274,28.9286,29.1701,29.3694,29.5369,29.6793,29.8016,29.9075,29.9998,30.081,30.1528,30.216,30.25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82944,6.94401,11.9661,16.3986,19.9807,22.6925,24.6853,26.1814,27.1406,27.7956,28.2725,28.639,28.9314,29.1706,29.3695,29.5369,29.6793,29.8016,29.9075,29.9998,30.081,30.1528,30.216,30.25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00596,6.08985,11.0818,15.4878,19.0483,21.7438,23.7247,25.2118,26.4119,27.2309,27.8264,28.2813,28.6409,28.9316,29.1706,29.3695,29.5369,29.6793,29.8016,29.9075,29.9998,30.081,30.1528,30.216,30.25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187425,5.24081,10.2029,14.5823,18.1215,20.8009,22.7698,24.248,25.4409,26.4961,27.2577,27.8335,28.2827,28.6411,28.9316,29.1706,29.3695,29.5369,29.6793,29.8016,29.9075,29.9998,30.081,30.1528,30.216,30.25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39686,9.32913,13.6823,17.2003,19.8636,21.8207,23.29,24.4757,25.5247,26.5212,27.2639,27.8346,28.2829,28.6411,28.9316,29.1706,29.3695,29.5369,29.6793,29.8016,29.9075,29.9998,30.081,30.1528,30.216,30.25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55798,8.46066,12.7877,16.2846,18.9319,20.8773,22.3378,23.5164,24.559,25.5496,26.527,27.265,27.8347,28.2829,28.6411,28.9316,29.1706,29.3695,29.5369,29.6793,29.8016,29.9075,29.9998,30.081,30.1528,30.216,30.25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72413,7.5974,11.8985,15.3744,18.0058,19.9395,21.3913,22.5628,23.5992,24.5838,25.5554,26.528,27.2651,27.8347,28.2829,28.6411,28.9316,29.1706,29.3695,29.5369,29.6793,29.8016,29.9075,29.9998,30.081,30.1528,30.216,30.25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89529,6.73931,11.0146,14.4697,17.0853,19.0074,20.4504,21.6149,22.6451,23.6238,24.5895,25.5563,26.5281,27.2651,27.8347,28.2829,28.6411,28.9316,29.1706,29.3695,29.5369,29.6793,29.8016,29.9075,29.9998,30.081,30.1528,30.216,30.25
